Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Gracious, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَلْحَمْدُ لِلّٰهِ الْأَوَّلِ قَبْلَ الْإِنْشَاءِ وَالْإِحْيَاءِ,"All praise be to Allah, the First before creation and giving life"
,وَالْآخِرِ بَعْدَ فَنَاءِ الْأَشْيَاءِ,And the Last after the annihilation of all things
,اَلْعَلِيمِ الَّذِيْ لَايَنْسٰى مَنْ ذَكَرَهُ,The All-Knowing who does not forget those who remember Him
,وَلَا يَنْقُصُ مَنْ شَكَرَهُ,And does not reduce the reward of those who thank Him
,وَلَا يَخِيبُ مَنْ دَعَاهُ,And does not disappoint those who call upon Him
,وَلَا يَقْطَعُ رَجَاءَ مَنْ رَجَاهُ,And does not cut off the hope of those who hope in Him
,اَللّٰهُمَّ إِنِّي أُشْهِدُكَ,"O Allah, I call You to witness"
,وَكَفىٰ بِكَ شَهِيدًا,And You are sufficient as a witness
,وَأُشْهِدُ جَمِيعَ مَلَائِكَتِكَ,And I call to witness all Your angels
,وَسُكَّانَ سَمٰوَاتِكَ,And the inhabitants of Your heavens
,وَحَمَلَةِ عَرْشِكَ,And the bearers of Your Throne
,وَمَنْ بَعَثْتَ مِنْ أَنْبِيَائِكَ وَ رُسُلِكَ,And those whom You have sent from Your prophets and messengers
,وَأَنْشَأْتَ مِنْ أَصْنَافِ خَلْقِكَ,And created from the varieties of Your creation
,أَنِّي أَشْهَدُ أَنَّكَ أَنْتَ اللَّهُ,That I bear witness that You are Allah
,لَاإِلٰهَ إِلَّا أَنْتَ وَحْدَكَ,There is no god except You alone
,لَا شَرِيكَ لَكَ وَ لَا عَدِيلَ,You have no partner and no equal
,وَلَا خُلْفَ لِقَوْلِكَ وَلَا تَبْدِيلَ,And there is no breaking of Your word and no changing
,وَأَنَّ مُحَمَّدًا صَلَّى اللَّهُ عَلَيْهِ وَ آلِهِ عَبْدُكَ وَرَسُولُكَ,"And that Muhammad, peace be upon him and his family, is Your servant and messenger"
,أَدَّىٰ مَا حَمَّلْتَهُ إِلَى الْعِبَادِ,He delivered what You entrusted him with to the servants
,وَجَاهَدَ فِيْ اللَّهِ عَزَّ وَجَلَّ حَقَّ الْجِهَادِ,"And he strived in the way of Allah, the Mighty and Majestic, with true striving"
,وَأَنَّهُ بَشَّرَ بِمَا هُوَ حَقٌّ مِنَ الثَّوَابِ,And he gave glad tidings of what is true of the reward
,وَأَنْذَرَ بِمَا هُوَ صِدْقٌ مِنَ الْعِقَابِ,And warned of what is true of the punishment
,اَللّٰهُمَّ ثَبِّتْنِيْ عَلَى دِينِكَ مَا أَحْيَيْتَنِي,"O Allah, keep me firm on Your religion as long as You keep me alive"
,وَلَا تُزِغْ قَلْبِىْ بَعْدَ إِذْ هَدَيْتَنِي,And do not let my heart deviate after You have guided me
,وَهَبْ لِيْ مِنْ لَدُنْكَ رَحْمَةً,And grant me mercy from Your presence
,إِنَّكَ أَنْتَ الْوَهَّابُ,"Indeed, You are the Bestower"
,صَلِّ عَلٰى مُحَمَّدٍ وَعَلٰى آلِ مُحَمَّدٍ,Send blessings upon Muhammad and the family of Muhammad
,وَاجْعَلْنِيْ مِنْ أَتْبَاعِهِ وَشِيعَتِهِ,And make me among his followers and his Shia
,وَاحْشُرْنِيْ فِيْ زُمْرَتِهِ,And gather me in his company
,وَوَفِّقْنِيْ لِأَدَاءِ فَرْضِ الْجُمُعَاتِ,And grant me success in performing the obligation of Friday prayers
,وَمَا أَوْجَبْتَ عَلَيَّ فِيهَا مِنَ الطَّاعَاتِ,And what You have made obligatory upon me of acts of obedience
,وَقَسَمْتَ لِأَهْلِهَا مِنَ الْعَطَاءِ,And what You have apportioned for its people of gifts
,فِيْ يَوْمِ الْجَزَاءِ,On the Day of Recompense
,إِنَّكَ أَنْتَ الْعَزِيزُ الْحَكِيمُ,"Indeed, You are the Mighty, the Wise"
