Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,بِسْمِ اللَّهِ الَّذِيْ لَاأَرْجُوْ إِلَّا فَضْلَهُ,"In the name of Allah, from whom I hope for nothing but His grace"
,وَلَا أَخْشىٰ إِلَّا عَدْلَهُ,And fear nothing but His justice
,وَلَا أَعْتَمِدُ إِلَّا قَوْلَهُ,And rely on nothing but His word
,وَلَا أُمْسِكُ إِلَّا بِحَبْلِهِ,And hold fast to nothing but His rope
,بِكَ أَسْتَجِيرُ يَا ذَا الْعَفْوِ وَالرِّضْوَانِ,"I seek Your protection, O Lord of forgiveness and pleasure"
,مِنَ الظُّلْمِ وَالْعُدْوَانِ,From oppression and transgression
,وَمِنْ غِيَرِ الزَّمَانِ,And from the changes of time
,وَتَوَاتُرِ الْأَحْزَانِ,And the succession of sorrows
,وَطَوَارِقِ الْحَدَثَانِ,And the calamities of events
,وَمِنِ انْقِضَاءِ الْمُدَّةِ قَبْلَ التَّأَهُّبِ وَالْعُدَّةِ,And from the end of my life's term before preparation and readiness
,وَ إِيَّاكَ أَسْتَرْشِدُ لِمَا فِيهِ الصَّلَاحُ وَالْإِصْلاَحُ,I seek Your guidance for what is righteous and beneficial
,وَبِكَ أَسْتَعِينُ فِيْمَا يَقْتَرِنُ بِهِ النَّجَاحُ وَ الْإِنْجَاحُ,And I seek Your help in what leads to success and accomplishment
,وَ إِيَّاكَ أَرْغَبُ فِيْ لِبَاسِ الْعَافِيَةِ وَتَمَامِهَا,And I desire from You the garment of well-being and its completion
,وَ شُمُولِ السَّلَامَةِ وَدَوَامِهَا,And the inclusiveness of safety and its permanence
,وَأَعُوذُ بِكَ يَا رَبِّ مِنْ هَمَزَاتِ الشَّيَاطِينِ,"And I seek refuge in You, my Lord, from the temptations of the devils"
,وَ أَحْتَرِزُ بِسُلْطَانِكَ مِنْ جَوْرِ السَّلَاطِينِ,And I seek protection through Your authority from the oppression of rulers
,فَتَقَبَّلْ مَا كَانَ مِنْ صَلَاتِيْ وَصَوْمِيْ,So accept what was from my prayers and fasting
,وَاجْعَلْ غَدِيْ وَمَا بَعْدَهُ أَفْضَلَ مِنْ سَاعَتِيْ وَيَوْمِيْ,And make my tomorrow and what follows better than my hour and day
,وَأَعِزَّنِيْ فِيْ عَشِيرَتِيْ وَقَوْمِيْ,And honor me among my clan and people
,وَاحْفَظْنِيْ فِيْ يَقْظَتِيْ وَنَوْمِيْ,And protect me in my wakefulness and sleep
,فَأَنْتَ اللَّهُ خَيْرٌ حَافِظًا,"For You are Allah, the Best Guardian"
,وَأَنْتَ أَرْحَمُ الرَّاحِمِيْنَ,And You are the Most Merciful of those who show mercy
,اَللّٰهُمَّ إِنِّي أَبْرَأُ إِلَيْكَ فِيْ يَوْمِيْ هٰذَا,"O Allah, I disassociate myself before You in this day of mine"
,وَمَا بَعْدَهُ مِنَ الْآحَادِ,And in all Sundays to come
,مِنَ الشِّرْكِ وَالْإِلْحَادِ,From polytheism and atheism
,وَأُخْلِصُ لَكَ دُعَائِيْ,And I dedicate my supplication purely to You
,تَعَرُّضًا لِلْإِجَابَةِ,Seeking an answer
,وَأُقِيمُ عَلٰى طَاعَتِكَ,And I remain steadfast in Your obedience
,رَجَاءً لِلْإِثَابَةِ,Hoping for reward
,فَصَلِّ عَلٰى مُحَمَّدٍ خَيْرِ خَلْقِكَ,"So send blessings upon Muhammad, the best of Your creation"
,اَلدَّاعِيْ إِلٰى حَقِّكَ,The one who calls to Your truth
,وَأَعِزَّنِيْ بِعِزِّكَ الَّذِيْ لَايُضَامُ,And honor me with Your honor that is never humiliated
,وَاحْفَظْنِيْ بِعَيْنِكَ الَّتِيْ لَاتَنَامُ,And protect me with Your eye that never sleeps
,وَاخْتِمْ بِالَانْقِطَاعِ إِلَيْكَ أَمْرِيْ,And seal my affairs with devotion to You alone
,وَبِالْمَغْفِرَةِ عُمْرِيْ,And my life with forgiveness
,إِنَّكَ أَنْتَ الْغَفُورُ الرَّحِيمُ,"Indeed, You are the Most Forgiving, the Most Merciful"
